"cdlinha","cdlinhapai","nulinha","deorigem","dedestino","dedescricao","slic","nupermissionarios","delinhaoutorga","delinhaservico","declassificacaoveiculo","derazaosocial","decnpjmatriz","boativo"
432,,"192.ESL",SALVADOR,ITABUNA,"192.ESL - SALVADOR - ITABUNA VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMILEITO EXECUTIVO,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1845,,"2164",SENHOR DO BONFIM,PONTO NOVO,"2164 - SENHOR DO BONFIM - PONTO NOVO VIA FILADÉLFIA",true,7,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
226,,"097.URB",SANTO AMARO,SANTIAGO DO IGUAPE,"097.URB - SANTO AMARO - SANTIAGO DO IGUAPE via BR420 e BA880",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,LUA CRESCENTE TRANSPORTE RODOVIARIO E TURISMO EIRELI,"02633328000170",true
982,,"453",ITAPETINGA,CAMACAN,"453 - ITAPETINGA - CAMACAN VIA PALMIRA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
43,,"024A",VITÓRIA DA CONQUISTA,GUANAMBI,"024A - VITÓRIA DA CONQUISTA - GUANAMBI VIA PAJEÚ DO VENTO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
23,,"015",JEQUIÉ,ITAGI,"015 - JEQUIÉ - ITAGI VIA BEIRA RIO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1116,,"532",BRUMADO,TANHAÇU,"532 - BRUMADO - TANHAÇU VIA UMBURANAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
789,,"339",EUNÁPOLIS,SANTA CRUZ  CABRÁLIA,"339 - EUNÁPOLIS - SANTA CRUZ  CABRÁLIA",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1468,,"803A",SALVADOR,NOVA DIAS D'ÁVILA,"803A - SALVADOR - NOVA DIAS D'ÁVILA VIA DIAS D'ÁVILA",,,CONTRATO DE CONCESSÃO,ADICIONAL,COMERCIAL,UNIVALE TRANSPORTES LTDA,"65107971000180",true
677,,"284",JACOBINA,LAGOA DO 33,"284 - JACOBINA - LAGOA DO 33",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
1836,,"2149",JUAZEIRO,CASA NOVA,"2149 - JUAZEIRO - CASA NOVA",true,53,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
587,,"244",ILHÉUS,UBAITABA,"244 - ILHÉUS - UBAITABA VIA URUÇUCA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
898,,"409",SALVADOR,MACAÚBAS,"409 - SALVADOR - MACAÚBAS VIA BR 242",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
1019,,"476",ITABUNA,ALMADINA,"476 - ITABUNA - ALMADINA VIA FLORESTA AZUL",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
673,,"280",SALVADOR,MARAGOGIPE,"280 - SALVADOR - MARAGOGIPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO REGIONAL S/A,"01476325000108",true
447,,"193R2",BRUMADO,CACULÉ,"193R2 - BRUMADO - CACULÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
426,,"191",ITABUNA,CAMACAN,"191 - ITABUNA - CAMACAN",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
739,,"315",SALVADOR,MONTE SANTO,"315 - SALVADOR - MONTE SANTO VIA QUEIMADAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
454,,"196",ITABUNA,EUNÁPOLIS,"196 - ITABUNA - EUNÁPOLIS",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
366,,"158A",SALVADOR,BOM JESUS DOS POBRES,"158A - SALVADOR - BOM JESUS DOS POBRES VIA SANTO AMARO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
743,,"318E",QUEIMADAS,SENHOR DO BONFIM,"318E - QUEIMADAS - SENHOR DO BONFIM",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MATHEUS SERRAVALLE & CIA LTDA,"73586232000147",true
119,,"055.LEI",SALVADOR,JEQUIÉ,"055.LEI - SALVADOR - JEQUIÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,LEITO SEM AR-CONDICIONADO,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1083,,"517",SALVADOR,TAPIRAMUTÁ,"517 - SALVADOR - TAPIRAMUTÁ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
191,,"082A",SALVADOR,SERROLÂNDIA,"082A - SALVADOR - SERROLÂNDIA VIA MAIRI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
76,,"040A",SALVADOR,RUMO,"040A - SALVADOR - RUMO VIA ITAETÊ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
387,,"170",SALVADOR,SAPEAÇU,"170 - SALVADOR - SAPEAÇU VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RD TURISMO TRANSPORTES RODOVIÁRIOS LTDA,"00500618000110",true
1830,,"2079",FEIRA DE SANTANA,CACHOEIRA,"2079 - FEIRA DE SANTANA - CACHOEIRA VIA CAPOEIRUÇU",true,32,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
610,,"253.CAR",SALVADOR,PARIPIRANGA,"253.CAR - SALVADOR - PARIPIRANGA, VIA FEIRA DE SANTANA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO REGIONAL S/A,"01476325000108",true
1077,,"512A",JUAZEIRO,LAGOA DO PIRES,"512A - JUAZEIRO - LAGOA DO PIRES VIA PILAR/ UAUÁ",,,CONTRATO DE CONCESSÃO,ADICIONAL,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
520,,"227.MIC",SALVADOR,CONCEIÇÃO DO COITÉ,"227.MIC - SALVADOR - CONCEIÇÃO DO COITÉ VIA SERRINHA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,MICRO COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
972,,"446",FEIRA DE SANTANA,UTINGA,"446 - FEIRA DE SANTANA - UTINGA VIA WAGNER",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1079,,"513I",TEIXEIRA DE FREITAS,CARAVELAS,"513I - TEIXEIRA DE FREITAS - CARAVELAS VIA ALCOBAÇA",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1882,,"2182",JUAZEIRO,NOVA JATOBÁ (DIST CURAÇÁ),"2182 - JUAZEIRO - NOVA JATOBÁ (DIST CURAÇÁ)",true,2,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
266,,"108X.EXE",JEQUIÉ,CANAVIEIRAS,"108X.EXE - JEQUIÉ - CANAVIEIRAS",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
563,,"235E",SALVADOR,VALENTE,"235E - SALVADOR - VALENTE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
1816,,"2030",BARREIRAS,IBOTIRAMA,"2030 - BARREIRAS - IBOTIRAMA",true,2,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
578,,"240X",ITABUNA,ITACARÉ,"240X - ITABUNA - ITACARÉ VIA ILHÉUS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
364,,"158",SALVADOR,SANTO AMARO,"158 - SALVADOR - SANTO AMARO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1167,,"557.EXE",SALVADOR,PORTO SEGURO,"557.EXE - SALVADOR - PORTO SEGURO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1231,,"582I",SALVADOR,PARAMIRIM,"582I - SALVADOR - PARAMIRIM VIA MARACÁS E LIVRAMENTO DE NOSSA SENHORA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1857,,"2072",BOM JESUS DA LAPA,AGROVILA XV (CARINHANHA),"2072 - BOM JESUS DA LAPA - AGROVILA XV (CARINHANHA)",true,2,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
839,,"370",ITABUNA,IRECÊ,"370 - ITABUNA - IRECÊ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1328,,"627E",SALVADOR,SÃO DESIDÉRIO,"627E - SALVADOR - SÃO DESIDÉRIO VIA RAFAEL JAMBEIRO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
11,,"008",SALVADOR,GANDU,"008 - SALVADOR - GANDU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,COMPANHIA VIACAO SUL BAHIANO,"14345706000108",true
314,,"135.EXE",ITABUNA,POÇÕES,"135.EXE - ITABUNA - POÇÕES",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
248,,"104R",VITÓRIA DA CONQUISTA,CÂNDIDO SALES,"104R - VITÓRIA DA CONQUISTA - CÂNDIDO SALES",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1842,,"2159",JUAZEIRO,CAMPO FORMOSO,"2159 - JUAZEIRO - CAMPO FORMOSO",true,5,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1187,,"563",BOM DESPACHO,ELÍSIO MEDRADO,"563 - BOM DESPACHO - ELÍSIO MEDRADO VIA SÃO MIGUEL DAS MATAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
657,,"270.CAR",SALVADOR,SANTO ANTÔNIO DE JESUS,"270.CAR - SALVADOR - SANTO ANTÔNIO DE JESUS VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL COM AR-CONDICIONADO,VIACAO JAUA LTDA,"01767998000117",true
1873,,"2020",BARREIRAS,"SANTA MARIA DA VITÓRIA VIA CORRENTINA, VIA BR 135","2020 - BARREIRAS - SANTA MARIA DA VITÓRIA VIA CORRENTINA, VIA BR 135",true,3,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
1448,,"780.URB",IRECÊ,IRECEZINHO (POV LAPÃO),"780.URB - IRECÊ - IRECEZINHO (POV LAPÃO)",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,SATURNINO TURISMO LTDA,"01001266000111",true
726,,"308A",SALVADOR,TEODORO SAMPAIO,"308A - SALVADOR - TEODORO SAMPAIO VIA JACU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO REGIONAL S/A,"01476325000108",true
286,,"120",JEQUIÉ,DÁRIO MEIRA,"120 - JEQUIÉ - DÁRIO MEIRA VIA BOA NOVA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
666,,"275.EXE",SALVADOR,MUCUGÊ,"275.EXE - SALVADOR - MUCUGÊ",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1885,,"2133",JEQUIÉ,APUAREMA,"2133 - JEQUIÉ - APUAREMA",true,6,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
1542,,"840.URB",TERMINAL AEROPORTO,VILAS DO ATLÂNTICO,"840.URB - TERMINAL AEROPORTO - VILAS DO ATLÂNTICO",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
1865,,"2260",VITÓRIA DA CONQUISTA,CONDEÚBA,"2260 - VITÓRIA DA CONQUISTA - CONDEÚBA",true,5,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
384,,"168",SALVADOR,CONCEIÇÃO DO ALMEIDA,"168 - SALVADOR - CONCEIÇÃO DO ALMEIDA VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RD TURISMO TRANSPORTES RODOVIÁRIOS LTDA,"00500618000110",true
914,,"415.MIC",TERMINAL RODOVIÁRIO (SALVADOR),PORTO DE SAUÍPE (DIST ENTRE RIOS),"415.MIC - TERMINAL RODOVIÁRIO (SALVADOR) - PORTO DE SAUÍPE (DIST ENTRE RIOS) VIA BA099",,,CONTRATO DE CONCESSÃO,CONTRATADO,MICRO COMERCIAL,ATLANTICO TRANSPORTES LTDA,"08380889000191",true
340,,"147.EXE",SALVADOR,BARREIRAS,"147.EXE - SALVADOR - BARREIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
114,,"055",SALVADOR,JEQUIÉ,"055 - SALVADOR - JEQUIÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1217,,"576",GUANAMBI,PORTO SEGURO,"576 - GUANAMBI - PORTO SEGURO VIA POTIRAGUÁ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
805,,"349E",BOM JESUS DA LAPA,JAVI,"349E - BOM JESUS DA LAPA - JAVI VIA SANTA MARIA DA VITÓRIA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1343,,"640",EUNÁPOLIS,BARRA VELHA,"640 - EUNÁPOLIS - BARRA VELHA VIA MONTE PASCOAL",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1094,,"521",FEIRA DE SANTANA,CANARANA,"521 - FEIRA DE SANTANA - CANARANA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
1839,,"2153",JUAZEIRO,SENHOR DO BONFIM,"2153 - JUAZEIRO - SENHOR DO BONFIM",true,14,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
297,,"124I",ITABUNA,MARAÚ,"124I - ITABUNA - MARAÚ VIA BA-001",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1861,,"2302",BOM JESUS DA LAPA,SANTANA,"2302 - BOM JESUS DA LAPA - SANTANA",true,2,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
194,,"082E",SALVADOR,IPIRÁ,"082E - SALVADOR - IPIRÁ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
306,,"130.CAR",SALVADOR,SANTO ESTEVÃO,"130.CAR - SALVADOR - SANTO ESTEVÃO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
279,,"115A",SALVADOR,IPIAÚ,"115A - SALVADOR - IPIAÚ VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1209,,"571E",ITAMARAJU,JUCURUÇU,"571E - ITAMARAJU - JUCURUÇU",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
112,,"054.EXP",SALVADOR,UBATÃ,"054.EXP - SALVADOR - UBATÃ",,,CONTRATO DE CONCESSÃO,DIFERENCIADO,EXPRESSO,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
146,,"070",SALVADOR,PEDRÃO,"070 - SALVADOR - PEDRÃO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
32,,"019A",SALVADOR,CONCEIÇÃO DO ALMEIDA,"019A - SALVADOR - CONCEIÇÃO DO ALMEIDA VIA CRUZ DAS ALMAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RD TURISMO TRANSPORTES RODOVIÁRIOS LTDA,"00500618000110",true
1303,,"614.URB",SANTO ANTONIO DE JESUS,SÃO FELIPE,"614.URB - SANTO ANTONIO DE JESUS - SÃO FELIPE",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,BRREV TRANSPORTES RODOVIARIOS E TURISMO LTDA ME,"20894693000110",true
1223,,"579A2",BOM DESPACHO,ITACARÉ,"579A2 - BOM DESPACHO - ITACARÉ VIA CAMAMU E BA001",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1067,,"505",SALVADOR,CALDEIRÃO GRANDE,"505 - SALVADOR - CALDEIRÃO GRANDE",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
369,,"159",SALVADOR,TEODORO SAMPAIO,"159 - SALVADOR - TEODORO SAMPAIO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1837,,"2151",JUAZEIRO,REMANSO,"2151 - JUAZEIRO - REMANSO",true,7,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
567,,"237.MIC",SALVADOR,SERRINHA,"237.MIC - SALVADOR - SERRINHA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,MICRO COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
358,,"154",SALVADOR,OLIVEIRA DOS CAMPINHOS,"154 - SALVADOR - OLIVEIRA DOS CAMPINHOS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
267,,"109",JEQUIÉ,VITÓRIA DA CONQUISTA,"109 - JEQUIÉ - VITÓRIA DA CONQUISTA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
712,,"301",SERRINHA,ARACI,"301 - SERRINHA - ARACI VIA BARROCAS",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
671,,"278",ITABERABA,NOVA REDENÇÃO,"278 - ITABERABA - NOVA REDENÇÃO VIA BR242",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,NARCISO EUGENIO GOMES BORGES & CIA LTDA,"04604218000106",true
1665,,"883A.URB",VIDA NOVA,TERMINAL AEROPORTO,"883A.URB - VIDA NOVA - TERMINAL AEROPORTO VIA BAIRRO PORTÃO",,,CONTRATO EMERGENCIAL,ADICIONAL,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
1097,,"523",SANTA MARIA DA VITÓRIA,BREJOLÂNDIA,"523 - SANTA MARIA DA VITÓRIA - BREJOLÂNDIA VIA SERRA DOURADA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
919,,"416",FEIRA DE SANTANA,CAPIM GROSSO,"416 - FEIRA DE SANTANA - CAPIM GROSSO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
961,,"439.URB",PORTO SEGURO,SANTA CRUZ CABRÁLIA,"439.URB - PORTO SEGURO - SANTA CRUZ CABRÁLIA",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,SEMIURBANO,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
190,,"082.CAR",SALVADOR,MAIRI,"082.CAR - SALVADOR - MAIRI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL COM AR-CONDICIONADO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1272,,"597",XIQUE-XIQUE,GENTIO DO OURO,"597 - XIQUE-XIQUE - GENTIO DO OURO VIA ITAGUAÇU DA BAHIIA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
225,,"096",SALVADOR,MARACÁS,"096 - SALVADOR - MARACÁS VIA PLANALTINO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
939,,"426",FEIRA DE SANTANA,CAMAMU,"426 - FEIRA DE SANTANA - CAMAMU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
514,,"225E",SALVADOR,TEOFILÂNDIA,"225E - SALVADOR - TEOFILÂNDIA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
418,,"187",ILHÉUS,GUANAMBI,"187 - ILHÉUS - GUANAMBI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1341,,"638E",EUNÁPOLIS,ARRAIAL D'AJUDA,"638E - EUNÁPOLIS - ARRAIAL D'AJUDA VIA VALE VERDE",,,CONTRATO DE CONCESSÃO - TAC,ADICIONAL,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
595,,"248",ITABUNA,ILHÉUS,"248 - ITABUNA - ILHÉUS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1678,,"885E2.URB",TERMINAL AEROPORTO,RESIDENCIAL RECANTO DE ABRANTES,"885E2.URB - TERMINAL AEROPORTO - RESIDENCIAL RECANTO DE ABRANTES VIA RESIDENCIAL COSTA DE ABRANTES",,,AUTORIZAÇÃO,ADICIONAL,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
91,,"046",SALVADOR,TUCANO,"046 - SALVADOR - TUCANO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMPRESA GONTIJO DE TRANSPORTES LTDA,"16624611000140",true
1230,,"582E",SALVADOR,LIVRAMENTO DE NOSSA SENHORA,"582E - SALVADOR - LIVRAMENTO DE NOSSA SENHORA VIA BRUMADO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
71,,"039A2",BARRA DO MENDES,PARAGUAÇU,"039A2 - BARRA DO MENDES - PARAGUAÇU VIA ITABERABA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
58,,"033",JEQUIÉ,CATINGAL,"033 - JEQUIÉ - CATINGAL",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO FLORESTA DE TRANSPORTES LTDA,"02694905000134",true
1688,,"889A2.URB",MATA DE SÃO JOÃO,ITAPUÃ,"889A2.URB - MATA DE SÃO JOÃO - ITAPUÃ VIA DIAS D'ÁVILA",,,CONTRATO DE CONCESSÃO,ADICIONAL,SEMIURBANO,UNIVALE TRANSPORTES LTDA,"65107971000180",true
1860,,"2195",FEIRA DE SANTANA,CANDEAL,"2195 - FEIRA DE SANTANA - CANDEAL",true,8,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
316,,"136.URB",ITABUNA,BUERAREMA,"136.URB - ITABUNA - BUERAREMA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMIURBANO,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
928,,"421",SALVADOR,TEIXEIRA DE FREITAS,"421 - SALVADOR - TEIXEIRA DE FREITAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1309,,"617.URB",CAMACAN,MASCOTE,"617.URB - CAMACAN - MASCOTE VIA PIMENTA",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,SEMIURBANO,A FURLAN EIRELI,"13558887000180",true
1189,,"563A2",BOM DESPACHO,AMARGOSA,"563A2 - BOM DESPACHO - AMARGOSA VIA ELÍSIO MEDRADO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
